name,email,customer_id,customer_name,financial_status,fulfillment_status,accepts_marketing,currency,subtotal,shipping,taxes,total,discount_code,discount_amount,shipping_method,created_at,lineitem_quantity,lineitem_name,lineitem_price,lineitem_sku,lineitem_discount,billing_city,billing_province,billing_country,shipping_city,shipping_province,shipping_country,payment_method,refunded_amount,vendor,risk_level,source
#27408124837935,customer_576@example.com,576,Customer 576,,unfulfilled,yes,USD,35.0,8.22,0.0,43.22,,0.0,Fedex Smart Post,2022-03-14 18:38:10 -0400,1,Secret Hitler,35.0,BGZ110577,0,Tulsa,OK,US,Broken Arrow,OK,US,Shopify Payments,0.0,Blackbox,Low,88312
#27402255237167,customer_577@example.com,577,Customer 577,,unfulfilled,yes,USD,26.97,4.36,0.0,31.33,,0.0,USPS First Class Mail,2022-03-14 12:29:33 -0400,1,Dwellings of Eldervale - Oracle Hex Tile,6.99,BGZ115833,0,Orem,UT,US,Orem,UT,US,Shopify Payments,0.0,Breaking Games,Low,web
#27402255237167,customer_577@example.com,577,Customer 577,,,,,,,,,,,,2022-03-14 12:29:33 -0400,1,Dwellings of Eldervale - Minotaur Mercenary Miniature,9.99,BGZ115360,0,,,,,,,,,Breaking Games,,
#27402255237167,customer_577@example.com,577,Customer 577,,,,,,,,,,,,2022-03-14 12:29:33 -0400,1,Dwellings of Eldervale - Shapeshifter Mercenary Miniature,9.99,BGZ115834,0,,,,,,,,,Breaking Games,,
#27357142581295,customer_578@example.com,578,Customer 578,,unfulfilled,yes,USD,116.95,7.62,10.28,134.85,,0.0,Fedex Smart Post,2022-03-12 10:40:25 -0500,1,Dwellings of Eldervale - Oracle Hex Tile,6.99,BGZ115833,0,Fort Worth,TX,US,Fort Worth,TX,US,PayPal Express Checkout,0.0,Breaking Games,Low,web
#27357142581295,customer_578@example.com,578,Customer 578,,,,,,,,,,,,2022-03-12 10:40:25 -0500,1,Dwellings of Eldervale - Minotaur Mercenary Miniature,9.99,BGZ115360,0,,,,,,,,,Breaking Games,,
#27357142581295,customer_578@example.com,578,Customer 578,,,,,,,,,,,,2022-03-12 10:40:25 -0500,1,Dwellings of Eldervale - Shapeshifter Mercenary Miniature,9.99,BGZ115834,0,,,,,,,,,Breaking Games,,
#27357142581295,customer_578@example.com,578,Customer 578,,,,,,,,,,,,2022-03-12 10:40:25 -0500,1,Dwellings of Eldervale - Wooden Upgrade Treasure and Trove Tokens,19.99,BGZ115354,0,,,,,,,,,Breaking Games,,
#27357142581295,customer_578@example.com,578,Customer 578,,,,,,,,,,,,2022-03-12 10:40:25 -0500,1,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,BGZ115836,0,,,,,,,,,Breaking Games,,
#27316999192623,customer_579@example.com,579,Customer 579,,unfulfilled,yes,USD,35.0,11.1,0.0,46.1,,0.0,Fully Tracked Under 4lb Globegistics Priority CN22,2022-03-10 16:11:45 -0500,1,Secret Hitler,35.0,BGZ110577,0,Berlin,,DE,Berlin,,DE,Shopify Payments,0.0,Blackbox,Low,88312
#27302358122543,customer_580@example.com,580,Customer 580,,unfulfilled,yes,USD,35.0,12.95,0.0,47.95,,0.0,FedEx Ground*,2022-03-09 22:38:02 -0500,1,Secret Hitler,35.0,BGZ110577,0,Guayaquil,,EC,Miami,FL,US,Shopify Payments,0.0,Blackbox,Low,88312
#27170155069487,customer_581@example.com,581,Customer 581,,unfulfilled,yes,USD,35.0,7.69,0.0,42.69,,0.0,Fedex Smart Post,2022-03-03 22:02:31 -0500,1,Secret Hitler,35.0,BGZ110577,0,Liverpool,ENG,GB,Palm Harbor,FL,US,Shopify Payments,0.0,Blackbox,Low,88312
#26657359790127,customer_582@example.com,582,Customer 582,,unfulfilled,yes,USD,30.0,7.02,0.0,37.02,,0.0,Fedex Smart Post,2022-02-08 23:31:34 -0500,1,Rise of Tribes: BONUES Hex Tile Set (Base Game Required),5.0,BGZ115650,0,Knoxville,TN,US,Knoxville,TN,US,Shopify Payments,0.0,Breaking Games,Low,web
#26657359790127,customer_582@example.com,582,Customer 582,,,,,,,,,,,,2022-02-08 23:31:34 -0500,1,Rise of Tribes - Beast and Bronze Expansion (Base Game Required),25.0,BGZ111557,0,,,,,,,,,Breaking Games,,
#26566816759855,customer_583@example.com,583,Customer 583,,unfulfilled,yes,USD,35.0,11.93,0.0,46.93,,0.0,Not Fully Tracked Globegistics eCom ISAL,2022-02-04 23:51:54 -0500,1,Secret Hitler,35.0,BGZ110577,0,Zapopan,JAL,MX,Zapopan,JAL,MX,Shopify Payments,0.0,Blackbox,Low,88312
#26355207405615,customer_584@example.com,584,Customer 584,,unfulfilled,yes,USD,35.0,11.9,0.0,46.9,,0.0,Not Fully Tracked Globegistics eCom ISAL,2022-01-26 12:28:31 -0500,1,Secret Hitler,35.0,BGZ110577,0,Holice v Cechach,,CZ,Holice v Cechach,,CZ,Shopify Payments,0.0,Blackbox,Low,88312
#26313795731503,customer_585@example.com,585,Customer 585,,unfulfilled,yes,USD,35.0,45.62,0.0,80.62,,0.0,FedEx International Economy,2022-01-24 06:07:59 -0500,1,Secret Hitler,35.0,BGZ110577,0,Orzesze,,PL,Orzesze,,PL,Shopify Payments,0.0,Blackbox,Low,88312
#26270090395695,customer_586@example.com,586,Customer 586,,unfulfilled,yes,USD,35.0,9.5,0.0,44.5,,0.0,Not Fully Tracked Globegistics eCom ISAL,2022-01-21 18:29:56 -0500,1,Secret Hitler,35.0,BGZ110577,0,Hauzenberg,,DE,Hauzenberg,,DE,PayPal Express Checkout,0.0,Blackbox,Low,88312
#26213402083375,customer_587@example.com,587,Customer 587,,unfulfilled,yes,USD,40.0,8.8,0.0,48.8,,0.0,Fedex Smart Post,2022-01-18 13:07:01 -0500,1,Inhuman Conditions,40.0,BGZ110880,0,Albuquerque,NM,US,Albuquerque,NM,US,PayPal Express Checkout,0.0,Blackbox,Low,88312
#26100710572079,customer_588@example.com,588,Customer 588,,unfulfilled,yes,USD,35.0,9.68,0.0,44.68,,0.0,Fedex Smart Post,2022-01-11 20:10:10 -0500,1,Secret Hitler,35.0,BGZ110577,0,Maumelle,AR,US,Maumelle,AR,US,PayPal Express Checkout,0.0,Blackbox,Low,88312
#25970107482159,customer_589@example.com,589,Customer 589,,unfulfilled,yes,USD,76.49,23.78,5.55,105.82,BGNLST15,13.49,FedEx Home Delivery,2022-01-04 00:46:45 -0500,1,Dwellings of Eldervale - MINOTAUR MINIATURE,9.99,BGZ115360,0,San Luis Obispo,CA,US,San Luis Obispo,CA,US,PayPal Express Checkout,0.0,Breaking Games,Low,web
#25970107482159,customer_589@example.com,589,Customer 589,,,,,,,,,,,,2022-01-04 00:46:45 -0500,1,Dwellings of Eldervale - CUSTOM GAME MAT,79.99,BGZ115116,0,,,,,,,,,Breaking Games,,
#25936761618479,customer_590@example.com,590,Customer 590,,unfulfilled,yes,USD,40.0,13.6,0.0,53.6,,0.0,Fully Tracked Under 4lb Globegistics Priority CN22,2022-01-01 21:25:33 -0500,1,Inhuman Conditions,40.0,BGZ110880,0,Farnborough,ENG,GB,Farnborough,ENG,GB,PayPal Express Checkout,0.0,Blackbox,Low,88312
#25873770315823,customer_591@example.com,591,Customer 591,,unfulfilled,yes,USD,40.0,14.01,0.0,54.01,,0.0,Fully Tracked Under 4lb Globegistics Priority CN22,2021-12-28 18:19:57 -0500,1,Inhuman Conditions,40.0,BGZ110880,0,Katzwinkel,,DE,Katzwinkel,,DE,PayPal Express Checkout,0.0,Blackbox,Low,88312
#25778352619567,customer_592@example.com,592,Customer 592,,unfulfilled,yes,USD,35.0,20.04,0.0,55.04,,0.0,Not Fully Tracked Globegistics eCom ISAL,2021-12-22 10:51:16 -0500,1,Secret Hitler,35.0,BGZ110577,0,Lusk,D,IE,Lusk,D,IE,Shopify Payments,0.0,Blackbox,Low,88312
#25748840153135,customer_593@example.com,593,Customer 593,,unfulfilled,yes,USD,35.0,11.93,0.0,46.93,,0.0,Not Fully Tracked Globegistics eCom ISAL,2021-12-20 12:49:30 -0500,1,Secret Hitler,35.0,BGZ110577,0,Madero,TAMPS,MX,Madero,TAMPS,MX,Shopify Payments,35.0,Blackbox,Low,88312
#25559980441647,customer_594@example.com,594,Customer 594,,unfulfilled,yes,USD,40.0,13.6,0.0,53.6,,0.0,Fully Tracked Under 4lb Globegistics Priority CN22,2021-12-09 19:08:28 -0500,1,Inhuman Conditions,40.0,BGZ110880,0,LONDON,ENG,GB,LONDON,ENG,GB,Shopify Payments,0.0,Blackbox,Low,88312
#25541685477423,customer_595@example.com,595,Customer 595,,unfulfilled,yes,USD,35.0,9.07,0.0,44.07,,0.0,USPS Priority Mail,2021-12-09 00:31:37 -0500,1,Secret Hitler,35.0,BGZ110577,0,Portland,OR,US,Ellicott City,MD,US,Shopify Payments,0.0,Blackbox,Low,88312
#25476599939119,customer_596@example.com,596,Customer 596,,unfulfilled,yes,USD,15.0,11.77,0.0,26.77,,0.0,FedEx Ground*,2021-12-06 20:52:50 -0500,1,Stripes,15.0,BGZ110339,0,Holladay,UT,US,Holladay,UT,US,Shopify Payments,0.0,Breaking Games,Low,web
#25473803681839,customer_597@example.com,597,Customer 597,,unfulfilled,yes,USD,9.99,3.76,0.0,13.75,,0.0,USPS First Class Mail,2021-12-06 19:31:53 -0500,1,Dwellings of Eldervale - MINOTAUR MINIATURE,9.99,BGZ115360,0,Ankeny,IA,US,Ankeny,IA,US,PayPal Express Checkout,0.0,Breaking Games,Low,web
#25472060882991,customer_598@example.com,598,Customer 598,,unfulfilled,yes,USD,35.0,23.28,0.0,58.28,,0.0,Fedex International Ground,2021-12-06 18:06:49 -0500,1,Secret Hitler,35.0,BGZ110577,0,Toronto,ON,CA,Toronto,ON,CA,PayPal Express Checkout,0.0,Blackbox,Low,88312
#25447955628079,customer_599@example.com,599,Customer 599,,unfulfilled,yes,USD,35.0,23.28,0.0,58.28,,0.0,Fedex International Ground,2021-12-05 13:05:38 -0500,1,Secret Hitler,35.0,BGZ110577,0,Winnipeg,MB,CA,Winnipeg,MB,CA,Shopify Payments,0.0,Blackbox,Low,88312
#25344515473455,customer_600@example.com,600,Customer 600,,unfulfilled,yes,USD,40.0,21.68,2.9,64.58,,0.0,USPS Priority Mail,2021-11-30 03:30:39 -0500,1,Inhuman Conditions,40.0,BGZ110880,0,San Francisco,CA,US,San Francisco,CA,US,Shopify Payments,0.0,Blackbox,Low,88312
#25336766660655,customer_601@example.com,601,Customer 601,,unfulfilled,yes,USD,35.0,11.43,0.0,46.43,,0.0,USPS Priority Mail,2021-11-29 20:24:19 -0500,1,Secret Hitler,35.0,BGZ110577,0,Madisonville,KY,US,Madisonville,KY,US,Shopify Payments,0.0,Blackbox,Low,88312
#25252223549487,customer_602@example.com,602,Customer 602,,unfulfilled,yes,USD,35.0,13.32,0.0,48.32,,0.0,International Fully Tracked Under 4lbs,2021-11-25 16:10:53 -0500,1,Secret Hitler,35.0,BGZ110577,0,Massonnens,,CH,Massonnens,,CH,Shopify Payments,0.0,Blackbox,Low,88312
#25176130551855,customer_603@example.com,603,Customer 603,,unfulfilled,yes,USD,35.0,23.33,0.0,58.33,,0.0,Fedex International Ground,2021-11-21 03:59:09 -0500,1,Secret Hitler,35.0,BGZ110577,0,Candiac,QC,CA,Candiac,QC,CA,PayPal Express Checkout,0.0,Blackbox,Low,88312
#25164402491439,customer_604@example.com,604,Customer 604,,unfulfilled,yes,USD,40.0,13.6,0.0,53.6,,0.0,Fully Tracked Under 4lb Globegistics Priority CN22,2021-11-20 10:31:52 -0500,1,Inhuman Conditions,40.0,BGZ110880,0,SAFFRON WALDEN,ENG,GB,SAFFRON WALDEN,ENG,GB,Shopify Payments,0.0,Blackbox,Low,88312
#25133810286639,customer_605@example.com,605,Customer 605,,unfulfilled,yes,USD,20.0,11.77,2.55,34.32,,0.0,FedEx Ground*,2021-11-18 14:41:04 -0500,1,Spin The Dreidel,20.0,BGZ110360,0,Lafayette Hill,PA,US,Lafayette Hill,PA,US,Shopify Payments,0.0,Breaking Games,Low,web
#24995179397167,customer_606@example.com,606,Customer 606,,unfulfilled,yes,USD,40.0,9.83,4.11,53.94,,0.0,Fedex Smart Post,2021-11-09 13:10:41 -0500,1,Inhuman Conditions,40.0,BGZ110880,0,Flower Mound,TX,US,Flower Mound,TX,US,Shopify Payments,0.0,Blackbox,Low,88312
#24959879086127,customer_607@example.com,607,Customer 607,,unfulfilled,yes,USD,35.0,50.95,0.0,85.95,,0.0,Fedex International Priority,2021-11-07 05:31:04 -0500,1,Secret Hitler,35.0,BGZ110577,0,Zurich,,CH,Zurich,,CH,Shopify Payments,0.0,Blackbox,Low,88312
#24938585129007,customer_608@example.com,608,Customer 608,,unfulfilled,yes,USD,35.0,50.48,0.0,85.48,,0.0,Fedex International Priority,2021-11-05 19:20:58 -0400,1,Secret Hitler,35.0,BGZ110577,0,Auckland,,NZ,Auckland,,NZ,Shopify Payments,0.0,Blackbox,Low,88312
#24870626754607,customer_609@example.com,609,Customer 609,,unfulfilled,yes,USD,40.0,50.14,0.0,90.14,,0.0,Fedex International Priority,2021-11-01 17:02:35 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,dundee,SCT,GB,EDINBURGH,SCT,GB,Shopify Payments,0.0,Blackbox,Low,88312
#24854100049967,customer_610@example.com,610,Customer 610,,unfulfilled,yes,USD,35.0,11.1,0.0,46.1,,0.0,Fully Tracked Under 4lb Globegistics Priority CN22,2021-10-31 18:00:29 -0400,1,Secret Hitler,35.0,BGZ110577,0,Bingen,,DE,Bingen,,DE,PayPal Express Checkout,0.0,Blackbox,Low,88312
#24786024955951,customer_611@example.com,611,Customer 611,,unfulfilled,yes,USD,19.99,18.41,0.0,38.4,,0.0,USPS First Class Mail International,2021-10-28 09:43:23 -0400,1,Dwellings of Eldervale - WOODEN UPGRADE TREASURE AND TROVE TOKENS,19.99,BGZ115354,0,Vallentuna (Stockholm),,SE,Vallentuna (Stockholm),,SE,Shopify Payments,0.0,Breaking Games,Low,web
#24757204287535,customer_612@example.com,612,Customer 612,,unfulfilled,yes,USD,35.0,8.47,0.0,43.47,,0.0,Fedex Smart Post,2021-10-26 17:30:40 -0400,1,Secret Hitler,35.0,BGZ110577,0,Baltimore,MD,US,Baltimore,MD,US,Shopify Payments,0.0,Blackbox,Low,88312
#24620233490479,customer_613@example.com,613,Customer 613,,unfulfilled,yes,USD,40.0,50.36,0.0,90.36,,0.0,Fedex International Priority,2021-10-19 05:28:02 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,Nancy,,FR,Nancy,,FR,PayPal Express Checkout,0.0,Blackbox,Low,88312
#24615335428143,customer_614@example.com,614,Customer 614,,unfulfilled,no,USD,35.0,22.92,0.0,57.92,CHARMCITY75,0.0,Fedex International Ground,2021-10-18 23:00:37 -0400,1,Secret Hitler,35.0,BGZ110577,0,Brampton,ON,CA,Brampton,ON,CA,PayPal Express Checkout,0.0,Blackbox,Low,88312
#24611441475631,customer_615@example.com,615,Customer 615,,unfulfilled,no,USD,35.0,12.02,2.72,49.74,,0.0,FedEx Home Delivery,2021-10-18 17:38:02 -0400,1,Secret Hitler,35.0,BGZ110577,0,San Diego,CA,US,San Diego,CA,US,Shopify Payments,0.0,Blackbox,Low,88312
#24559167504431,customer_616@example.com,616,Customer 616,,unfulfilled,no,USD,35.0,9.78,0.0,44.78,,0.0,Fedex Smart Post,2021-10-15 20:45:33 -0400,1,Secret Hitler,35.0,BGZ110577,0,Taylorsville,KY,US,Taylorsville,KY,US,Shopify Payments,0.0,Blackbox,Low,88312
#24495450161199,customer_617@example.com,617,Customer 617,,unfulfilled,yes,USD,35.0,50.61,0.0,85.61,,0.0,Fedex International Priority,2021-10-12 11:33:23 -0400,1,Secret Hitler,35.0,BGZ110577,0,Algodonales,CA,ES,Algodonales,CA,ES,PayPal Express Checkout,0.0,Blackbox,Low,88312
#24473094684719,customer_618@example.com,618,Customer 618,,unfulfilled,no,USD,35.0,43.25,0.0,78.25,,0.0,Fedex International Priority,2021-10-11 07:42:56 -0400,1,Secret Hitler,35.0,BGZ110577,0,Abu Dhabi,AZ,AE,Sheffield,ENG,GB,Shopify Payments,0.0,Blackbox,Low,88312
#24471451205679,customer_619@example.com,619,Customer 619,,unfulfilled,no,USD,40.0,50.02,0.0,90.02,,0.0,Fedex International Priority,2021-10-11 05:35:20 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,Christchurch,CAN,NZ,Leeds,ENG,GB,PayPal Express Checkout,0.0,Blackbox,Low,88312
#24345799098415,customer_620@example.com,620,Customer 620,,unfulfilled,yes,USD,35.0,6.46,0.0,41.46,,0.0,Fedex Smart Post,2021-10-04 10:31:25 -0400,1,Secret Hitler,35.0,BGZ110577,0,Bethesda,MD,US,Bethesda,MD,US,Shopify Payments,0.0,Blackbox,Low,88312
#24333363380271,customer_621@example.com,621,Customer 621,,unfulfilled,yes,USD,40.0,49.69,0.0,89.69,,0.0,Fedex International Priority,2021-10-03 16:09:45 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,Swindon,ENG,GB,Swindon,ENG,GB,Shopify Payments,0.0,Blackbox,Low,88312
#24218413203503,customer_622@example.com,622,Customer 622,,unfulfilled,yes,USD,35.0,8.02,0.0,43.02,,0.0,Fedex Smart Post,2021-09-27 12:26:55 -0400,1,Secret Hitler,35.0,BGZ110577,0,Las Vegas,NV,US,Flagstaff,AZ,US,Shopify Payments,0.0,Blackbox,Low,88312
#23974953091119,customer_623@example.com,623,Customer 623,,unfulfilled,yes,USD,15.0,18.11,0.0,33.11,,0.0,USPS First Class Mail International,2021-09-15 06:20:31 -0400,1,The Stars Align,15.0,BGZ110453,0,Wattana,TH-10,TH,Wattana,TH-10,TH,Shopify Payments,0.0,Breaking Games,Low,web
#23957399863343,customer_624@example.com,624,Customer 624,,unfulfilled,yes,USD,40.0,24.4,0.0,64.4,,0.0,Fedex International Ground,2021-09-14 10:33:01 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,Russell,ON,CA,Russell,ON,CA,PayPal Express Checkout,0.0,Blackbox,Low,88312
#23872851345455,customer_625@example.com,625,Customer 625,,unfulfilled,yes,USD,9.99,3.31,0.88,14.18,,0.0,USPS First Class Mail,2021-09-10 12:08:28 -0400,1,Dwellings of Eldervale - MINOTAUR MINIATURE,9.99,BGZ115360,0,Port Reading,NJ,US,Port Reading,NJ,US,PayPal Express Checkout,0.0,Breaking Games,Low,web
#23753757294639,customer_626@example.com,626,Customer 626,,unfulfilled,no,USD,40.0,6.45,0.0,46.45,,0.0,Fedex Smart Post,2021-09-04 21:12:48 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,Poughkeepsie,NY,US,Poughkeepsie,NY,US,Shopify Payments,0.0,Blackbox,Low,88312
#23572529938479,customer_627@example.com,627,Customer 627,,unfulfilled,yes,USD,35.0,49.7,0.0,84.7,,0.0,Fedex International Priority,2021-08-27 07:45:57 -0400,1,Secret Hitler,35.0,BGZ110577,0,Glattbrugg,,CH,Glattbrugg,,CH,Shopify Payments,0.0,Blackbox,Low,88312
#23563158093871,customer_628@example.com,628,Customer 628,,unfulfilled,yes,USD,25.0,9.73,0.0,34.73,,0.0,USPS Priority Mail,2021-08-26 20:38:39 -0400,1,Rise of Tribes - Deluxe Upgrade (Base Game Required),25.0,BGZ110348,0,Blackshear,GA,US,Blackshear,GA,US,Shopify Payments,0.0,Breaking Games,Low,web
#23492770627631,customer_629@example.com,629,Customer 629,,unfulfilled,no,USD,35.0,47.5,0.0,82.5,,0.0,USPS First Class Mail International,2021-08-23 12:51:26 -0400,1,Secret Hitler,35.0,BGZ110577,0,Worms,,DE,Worms,,DE,PayPal Express Checkout,0.0,Blackbox,Low,88312
#23343700312111,customer_630@example.com,630,Customer 630,,unfulfilled,yes,USD,35.0,8.8,2.19,45.99,,0.0,USPS Priority Mail,2021-08-16 21:36:18 -0400,1,Secret Hitler,35.0,BGZ110577,0,Natick,MA,US,Natick,MA,US,Shopify Payments,0.0,Blackbox,Low,88312
#23332452106287,customer_631@example.com,631,Customer 631,,unfulfilled,yes,USD,35.0,6.45,0.0,41.45,,0.0,Fedex Smart Post,2021-08-16 09:49:39 -0400,1,Secret Hitler,35.0,BGZ110577,0,Croton-on-Hudson,NY,US,Croton-on-Hudson,NY,US,Shopify Payments,0.0,Blackbox,Low,88312
#23293844226095,customer_632@example.com,632,Customer 632,,unfulfilled,yes,USD,70.0,66.29,0.0,136.29,,0.0,Fedex International Priority,2021-08-14 17:12:11 -0400,2,Secret Hitler,35.0,BGZ110577,0,Rudolfstetten-Friedlisberg,,CH,Rudolfstetten-Friedlisberg,,CH,Shopify Payments,0.0,Blackbox,Low,88312
#23277126680623,customer_633@example.com,633,Customer 633,,unfulfilled,yes,USD,40.0,9.44,2.5,51.94,,0.0,USPS Priority Mail,2021-08-13 23:05:26 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,Smithers,BC,CA,Beverly,MA,US,PayPal Express Checkout,0.0,Blackbox,Low,88312
#23004595093551,customer_634@example.com,634,Customer 634,,unfulfilled,no,USD,40.0,56.62,0.0,96.62,,0.0,Fedex International Priority,2021-08-02 03:34:14 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,IVANHOE,VIC,AU,IVANHOE,VIC,AU,Shopify Payments,0.0,Blackbox,Low,88312
#22983029162031,customer_635@example.com,635,Customer 635,,unfulfilled,yes,USD,40.0,56.09,0.0,96.09,,0.0,Fedex International Priority,2021-08-01 03:03:16 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,Helsinki,,FI,Helsinki,,FI,Shopify Payments,0.0,Blackbox,Low,88312
#22856721858607,customer_636@example.com,636,Customer 636,,unfulfilled,no,USD,9.99,17.22,0.0,27.21,,0.0,USPS First Class Mail International,2021-07-26 12:48:51 -0400,1,Dwellings of Eldervale - MINOTAUR MINIATURE,9.99,BGZ115360,0,Vilnius,,LT,Vilnius,,LT,Shopify Payments,0.0,Breaking Games,Low,web
#22821809127471,customer_637@example.com,637,Customer 637,,unfulfilled,no,USD,35.0,8.58,0.0,43.58,,0.0,Fedex Smart Post,2021-07-25 00:46:37 -0400,1,Letter Tycoon,35.0,BGZ1055,0,Portland,OR,US,Portland,OR,US,PayPal Express Checkout,0.0,Breaking Games,Low,web
#22813848633391,customer_638@example.com,638,Customer 638,,unfulfilled,yes,USD,9.99,3.54,0.0,13.53,,0.0,USPS First Class Mail,2021-07-24 16:48:31 -0400,1,Dwellings of Eldervale - MINOTAUR MINIATURE,9.99,BGZ115360,0,Smithville,MO,US,Smithville,MO,US,PayPal Express Checkout,0.0,Breaking Games,Low,580111
#22768969777199,customer_639@example.com,639,Customer 639,,unfulfilled,yes,USD,9.99,19.3,0.0,29.29,,0.0,USPS First Class Mail International,2021-07-22 19:59:27 -0400,1,Dwellings of Eldervale - MINOTAUR MINIATURE,9.99,BGZ115360,0,Camponogara,VE,IT,Camponogara,VE,IT,PayPal Express Checkout,0.0,Breaking Games,Low,580111
#22719576965167,customer_640@example.com,640,Customer 640,,unfulfilled,yes,USD,105.0,8.41,11.63,125.04,,0.0,Fedex Smart Post,2021-07-20 19:30:47 -0400,3,Secret Hitler,35.0,BGZ110577,0,Wilmette,IL,US,Wilmette,IL,US,Shopify Payments,0.0,Blackbox,Low,88312
#22672433217583,customer_641@example.com,641,Customer 641,,unfulfilled,no,USD,38.0,7.15,3.72,48.87,,0.0,Fedex Smart Post,2021-07-18 19:54:38 -0400,1,Sparkle*Kitty Nights: Safe Words Pack Expansion,8.0,BGZ110717,0,Abilene,TX,US,Abilene,TX,US,Shopify Payments,0.0,Breaking Games,Low,web
#22672433217583,customer_641@example.com,641,Customer 641,,,,,,,,,,,,2021-07-18 19:54:38 -0400,1,Sparkle*Kitty Princess Palette Card,2.0,BGZ110342,0,,,,,,,,,Breaking Games,,
#22672433217583,customer_641@example.com,641,Customer 641,,,,,,,,,,,,2021-07-18 19:54:38 -0400,1,Sparkle*Kitty Quantum Pack,8.0,BGZ110718,0,,,,,,,,,Breaking Games,,
#22672433217583,customer_641@example.com,641,Customer 641,,,,,,,,,,,,2021-07-18 19:54:38 -0400,1,Sparkle*Kitty Nights,20.0,BGZ110716,0,,,,,,,,,Breaking Games,,
#22648759222319,customer_642@example.com,642,Customer 642,,unfulfilled,yes,USD,40.0,49.35,0.0,89.35,,0.0,Fedex International Priority,2021-07-17 19:42:00 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,Chesterfield,ENG,GB,Chesterfield,ENG,GB,PayPal Express Checkout,0.0,Blackbox,Low,88312
#22458173063215,customer_643@example.com,643,Customer 643,,unfulfilled,yes,USD,35.0,10.6,0.0,45.6,,0.0,USPS Priority Mail,2021-07-09 22:20:02 -0400,1,Secret Hitler,35.0,BGZ110577,0,Farmington,MN,US,Farmington,MN,US,Shopify Payments,0.0,Blackbox,Low,88312
#22454952493103,customer_644@example.com,644,Customer 644,,unfulfilled,yes,USD,35.0,7.63,3.51,46.14,,0.0,Fedex Smart Post,2021-07-09 19:22:34 -0400,1,Secret Hitler,35.0,BGZ110577,0,SAN ANTONIO,TX,US,SAN ANTONIO,TX,US,Shopify Payments,0.0,Blackbox,Low,88312
#22420856832047,customer_645@example.com,645,Customer 645,,unfulfilled,yes,USD,40.0,24.33,0.0,64.33,,0.0,Fedex International Ground,2021-07-08 11:20:50 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,Ottawa,ON,CA,Ottawa,ON,CA,Shopify Payments,0.0,Blackbox,Low,88312
#22418310397999,customer_646@example.com,646,Customer 646,,unfulfilled,no,USD,40.0,49.46,0.0,89.46,,0.0,Fedex International Priority,2021-07-08 08:49:27 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,Hannover,,DE,Hannover,,DE,PayPal Express Checkout,0.0,Blackbox,Low,88312
#22398252646447,customer_647@example.com,647,Customer 647,,unfulfilled,no,USD,40.0,37.65,0.0,77.65,,0.0,Fedex International Priority,2021-07-07 13:26:19 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,Mexico City,DF,MX,Mexico City,DF,MX,PayPal Express Checkout,0.0,Blackbox,Low,88312
#22391943430191,customer_648@example.com,648,Customer 648,,unfulfilled,no,USD,35.0,42.76,0.0,77.76,,0.0,Fedex International Priority,2021-07-07 07:23:10 -0400,1,Secret Hitler,35.0,BGZ110577,0,Schwabach,,DE,Schwabach,,DE,PayPal Express Checkout,0.0,Blackbox,Low,88312
#22318589116463,customer_649@example.com,649,Customer 649,,unfulfilled,no,USD,40.0,56.89,0.0,96.89,,0.0,Fedex International Priority,2021-07-04 11:56:40 -0400,1,Inhuman Conditions,40.0,BGZ110880,0,Ringwood East,VIC,AU,Ringwood East,VIC,AU,Shopify Payments,0.0,Blackbox,Low,88312
#22245091278895,customer_650@example.com,650,Customer 650,,unfulfilled,yes,USD,9.99,17.22,0.0,27.21,,0.0,USPS First Class Mail International,2021-07-01 14:15:23 -0400,1,Dwellings of Eldervale - MINOTAUR MINIATURE,9.99,BGZ115360,0,Vilnius,,LT,Vilnius,,LT,PayPal Express Checkout,0.0,Breaking Games,Low,web
#22209100382255,customer_651@example.com,651,Customer 651,,unfulfilled,yes,USD,9.99,17.22,0.0,27.21,,0.0,USPS First Class Mail International,2021-06-30 02:33:53 -0400,1,Dwellings of Eldervale - MINOTAUR MINIATURE,9.99,BGZ115360,0,Bissendorf,,DE,Bissendorf,,DE,PayPal Express Checkout,0.0,Breaking Games,Low,web
#22105536233519,customer_652@example.com,652,Customer 652,,unfulfilled,yes,USD,9.99,18.11,0.0,28.1,,0.0,USPS First Class Mail International,2021-06-26 07:13:48 -0400,1,Dwellings of Eldervale - MINOTAUR MINIATURE,9.99,BGZ115360,0,Singapore,,SG,Singapore,,SG,PayPal Express Checkout,0.0,Breaking Games,Low,web
